date,ret_pct,kp_chain,la_chain,kp_panchang,la_panchang
2023-07-24,-0.385,1.0,1.0,2.5,2.5
2023-07-25,-0.247,0.34,0.34,2.5,2.5
2023-07-26,0.228,-0.16,-0.16,2.5,2.5
2023-07-27,-0.962,0.72,0.72,0.5,0.5
2023-07-28,-0.07,-0.28,-0.28,1.5,1.5
2023-07-31,0.445,-0.3,-0.3,1.5,1.5
2023-08-01,-0.255,0.0,0.0,2.5,2.5
2023-08-02,-0.656,0.5,0.5,2.5,2.5
2023-08-03,-0.422,0.56,0.56,2.5,2.5
2023-08-04,0.278,0.22,0.22,2.5,2.5
2023-08-07,0.104,-0.45,-0.45,1.5,1.5
2023-08-08,-0.287,0.193,0.193,1.5,1.5
2023-08-09,0.275,0.5,0.5,0.5,0.5
2023-08-10,-0.319,0.5,0.5,0.5,0.5
2023-08-11,-0.644,-0.58,-0.58,1.5,1.5
2023-08-14,0.261,0.72,0.72,1.5,1.5
2023-08-16,0.496,-0.33,-0.33,-1.5,-1.5
2023-08-17,-0.439,0.06,0.06,1.5,1.5
2023-08-18,0.044,0.17,0.17,2.5,2.5
2023-08-21,0.378,0.06,0.06,2.5,2.5
2023-08-22,-0.106,-0.34,-0.34,2.5,2.5
2023-08-23,0.025,-0.16,-0.16,2.5,2.5
2023-08-24,-0.76,-0.12,-0.12,2.5,2.5
2023-08-25,-0.164,-0.06,-0.06,-0.5,-0.5
2023-08-28,0.04,0.34,0.34,2.5,2.5
2023-08-29,-0.166,0.5,0.5,2.5,2.5
2023-08-30,-0.443,0.0,0.0,-0.5,-0.5
2023-08-31,-0.628,0.5,0.5,2.5,2.5
2023-09-01,0.92,0.0,0.0,1.5,1.5
2023-09-04,0.019,-0.34,-0.34,1.5,1.5
2023-09-05,0.052,-0.073,-0.073,1.5,1.5
2023-09-06,0.152,-0.14,-0.14,2.5,2.5
2023-09-07,0.655,0.0,0.0,2.5,2.5
2023-09-08,0.228,-0.16,-0.16,-0.5,-0.5
2023-09-11,0.535,0.0,0.0,1.5,1.5
2023-09-12,-0.582,0.36,0.36,2.5,2.5
2023-09-13,0.403,0.34,0.34,0.5,0.5
2023-09-14,-0.123,-0.45,-0.45,-1.5,-1.5
2023-09-15,0.178,0.5,0.5,-1.5,-1.5
2023-09-18,-0.112,0.78,0.78,2.5,2.5
2023-09-20,-0.397,0.5,0.5,1.5,1.5
2023-09-21,-0.495,-0.06,-0.06,2.5,2.5
2023-09-22,-0.358,-0.78,-0.78,2.5,2.5
2023-09-25,-0.019,0.0,0.0,0.5,0.5
2023-09-26,-0.092,0.5,0.5,2.5,2.5
2023-09-27,0.404,-0.5,-0.5,1.5,1.5
2023-09-28,-1.206,0.72,0.72,-0.5,-0.5
2023-09-29,0.292,-0.16,-0.16,2.5,2.5
2023-10-03,-0.477,-0.16,-0.16,0.5,0.5
2023-10-04,-0.052,0.0,0.0,1.5,1.5
2023-10-05,0.122,-1.0,-1.0,2.5,2.5
2023-10-06,0.165,-0.16,-0.16,1.5,1.5
2023-10-09,-0.139,-0.16,-0.16,1.5,1.5
2023-10-10,0.635,0.45,0.45,2.5,2.5
2023-10-11,0.224,0.28,0.56,2.5,2.5
2023-10-12,-0.145,-0.72,-0.72,2.5,2.5
2023-10-13,0.491,-0.06,-0.06,0.5,0.5
2023-10-16,-0.028,0.17,0.5,1.5,1.5
2023-10-17,-0.16,0.5,0.5,2.5,2.5
2023-10-18,-0.754,0.5,0.033,0.5,0.5
2023-10-19,0.407,-0.06,-0.06,2.5,2.5
2023-10-20,0.003,-0.16,-0.16,1.5,1.5
2023-10-23,-1.229,1.0,1.0,-0.5,-0.5
2023-10-25,-0.852,-0.853,-0.853,2.5,2.5
2023-10-26,-0.893,0.72,0.72,1.5,1.5
2023-10-27,0.626,0.5,0.5,2.5,2.5
2023-10-30,0.459,0.22,0.22,1.5,1.5
2023-10-31,-0.797,0.5,0.5,2.5,2.5
2023-11-01,-0.393,-0.78,-0.78,-0.5,-0.5
2023-11-02,0.069,-0.72,-0.72,2.5,2.5
2023-11-03,-0.054,0.12,0.12,2.5,2.5
2023-11-06,0.341,0.28,0.28,0.5,0.5
2023-11-07,0.014,0.0,0.0,1.5,1.5
2023-11-08,-0.031,-0.16,-0.16,1.5,1.5
2023-11-09,-0.319,0.06,0.06,1.5,1.5
2023-11-10,0.38,0.5,0.5,1.5,1.5
2023-11-13,-0.222,-0.05,-0.05,-1.5,-1.5
2023-11-15,0.122,-0.16,-0.16,1.5,1.5
2023-11-16,0.46,0.5,0.5,2.5,2.5
2023-11-17,0.29,-0.16,-0.16,-0.5,-0.5
2023-11-20,-0.188,0.06,0.06,1.5,1.5
2023-11-21,0.063,-0.16,-0.16,-0.5,-0.5
2023-11-22,0.141,0.0,0.0,1.5,1.5
2023-11-23,-0.133,-0.05,-0.05,2.5,2.5
2023-11-24,-0.075,-0.5,-0.5,1.5,1.5
2023-11-28,0.227,0.5,0.5,2.5,2.5
2023-11-29,0.601,0.0,0.0,2.5,2.5
2023-11-30,0.123,-0.16,-0.16,2.5,2.5
2023-12-01,0.365,0.22,0.22,0.5,0.5
2023-12-04,0.412,0.06,0.06,1.5,1.5
2023-12-05,0.222,-0.16,-0.16,1.5,1.5
2023-12-06,-0.062,-0.06,-0.06,0.5,0.5
2023-12-07,-0.149,0.5,0.5,1.5,1.5
2023-12-08,0.169,0.5,0.5,2.5,2.5
2023-12-11,0.152,0.5,0.5,2.5,2.5
2023-12-12,-0.534,0.5,0.5,-2.5,-2.5
2023-12-13,-0.016,0.28,0.28,-0.5,-0.5
2023-12-14,0.342,-1.0,-1.0,1.5,1.5
2023-12-15,0.795,0.5,0.5,2.5,2.5
2023-12-18,-0.075,0.5,0.5,2.5,2.5
2023-12-19,-0.114,0.06,0.06,1.5,1.5
2023-12-20,-1.826,-0.16,-0.16,1.5,1.5
2023-12-21,1.051,-0.39,-0.39,0.5,0.5
2023-12-22,0.251,-0.707,-0.707,0.5,0.5
2023-12-26,0.356,-0.16,-0.16,2.5,2.5
2023-12-27,0.731,-0.44,-0.44,2.5,2.5
2023-12-28,0.293,0.44,0.44,2.5,2.5
2023-12-29,-0.029,0.0,0.0,1.5,1.5
2024-01-01,0.065,0.11,0.11,2.5,2.5
2024-01-02,-0.393,-0.16,-0.16,2.5,2.5
2024-01-03,-0.664,0.28,0.28,2.5,2.5
2024-01-04,0.244,0.5,0.5,1.5,1.5
2024-01-05,0.023,0.78,0.78,0.5,-0.5
2024-01-08,-1.079,-0.28,-0.28,1.5,1.5
2024-01-09,-0.502,-0.67,-0.67,2.5,2.5
2024-01-10,0.415,0.06,0.06,-0.5,-0.5
2024-01-11,-0.188,0.34,0.34,-2.5,-2.5
2024-01-12,0.556,-0.5,-0.5,2.5,2.5
2024-01-15,0.201,0.5,0.5,2.5,2.5
2024-01-16,-0.218,-0.16,-0.16,1.5,1.5
2024-01-17,-0.348,-0.39,-0.39,2.5,2.5
2024-01-18,0.224,0.45,0.45,2.5,2.5
2024-01-19,0.033,0.14,0.14,0.5,0.5
2024-01-23,-2.201,0.0,0.0,2.5,2.5
2024-01-24,1.268,0.44,0.44,-0.5,-0.5
2024-01-25,-0.475,0.44,0.44,1.5,1.5
2024-01-29,1.421,-0.72,-0.72,0.5,0.5
2024-01-30,-1.165,-0.16,0.06,-0.5,-0.5
2024-01-31,1.11,-1.0,-1.0,2.5,2.5
2024-02-01,-0.382,0.5,0.5,1.5,1.5
2024-02-02,0.188,-0.16,-0.16,1.5,1.5
2024-02-05,-0.681,-0.06,-0.06,0.5,0.5
2024-02-06,0.477,-0.16,-0.16,1.5,1.5
2024-02-07,-0.52,-1.0,-1.0,2.5,2.5
2024-02-08,-1.325,-0.44,-0.44,1.5,1.5
2024-02-09,0.255,0.5,0.5,-2.5,-2.5
2024-02-12,-0.847,-0.16,-0.16,2.5,2.5
2024-02-13,0.364,-0.16,-0.16,0.5,0.5
2024-02-14,1.214,0.5,0.5,2.5,2.5
2024-02-15,0.019,0.5,0.5,2.5,2.5
2024-02-16,0.093,0.44,0.44,2.5,2.5
2024-02-19,0.085,0.34,0.34,0.5,0.5
2024-02-20,0.442,-0.89,-0.89,2.5,2.5
2024-02-21,-0.871,0.44,0.44,2.5,2.5
2024-02-22,0.615,-0.16,-0.16,2.5,2.5
2024-02-23,-0.347,0.28,0.28,0.5,0.5
2024-02-26,-0.213,0.22,0.22,1.5,1.5
2024-02-27,0.49,-1.0,-1.0,1.5,1.5
2024-02-28,-1.184,0.0,0.0,-0.5,-0.5
2024-02-29,0.217,-0.34,-0.34,2.5,2.5
2024-03-01,1.317,-0.133,-0.133,1.5,1.5
2024-03-04,0.009,0.16,0.16,2.5,2.5
2024-03-05,-0.067,0.5,0.5,-0.5,-0.5
2024-03-06,0.656,-0.16,0.0,0.5,0.5
2024-03-07,-0.052,-0.16,-0.16,2.5,2.5
2024-03-11,-0.821,0.06,0.06,2.5,2.5
2024-03-12,0.006,0.06,0.06,2.5,2.5
2024-03-13,-1.937,0.5,0.5,0.5,0.5
2024-03-14,0.746,0.72,0.72,1.5,1.5
2024-03-15,-0.188,-0.06,-0.06,1.5,1.5
2024-03-18,0.298,0.17,0.17,0.5,0.5
2024-03-19,-0.588,-0.12,-0.12,1.5,1.5
2024-03-20,-0.022,-0.5,-0.5,1.5,1.5
2024-03-21,0.1,0.0,0.0,2.5,2.5
2024-03-22,0.75,-0.16,-0.16,1.5,1.5
2024-03-26,0.259,-0.5,-0.5,1.5,1.5
2024-03-27,0.316,-1.0,-1.0,1.5,1.5
2024-03-28,0.737,0.28,0.28,2.5,2.5
2024-04-01,0.031,0.12,0.12,2.5,2.5
2024-04-02,-0.024,-0.72,-0.72,1.5,1.5
2024-04-03,0.219,0.5,0.5,0.5,0.5
2024-04-04,-0.343,0.0,0.0,1.5,1.5
2024-04-05,0.121,-0.34,-0.34,2.5,2.5
2024-04-08,0.39,-0.34,-0.34,-1.5,-1.5
2024-04-09,-0.537,0.5,0.5,-0.5,-0.5
2024-04-10,0.148,0.06,0.06,1.5,1.5
2024-04-12,-0.697,-1.0,-1.0,0.5,0.5
2024-04-15,-0.298,0.34,0.34,2.5,2.5
2024-04-16,0.102,-1.0,-1.0,1.5,1.5
2024-04-18,-0.975,-0.5,-0.5,0.5,0.5
2024-04-19,1.306,0.06,0.06,2.5,2.5
2024-04-22,-0.002,-0.5,-0.5,0.5,0.5
2024-04-23,-0.352,-0.12,-0.12,2.5,2.5
2024-04-24,-0.085,0.22,0.22,1.5,1.5
2024-04-25,1.136,-0.16,-0.16,1.5,1.5
2024-04-26,-0.886,0.0,0.0,2.5,2.5
2024-04-29,0.747,-0.16,-0.16,2.5,2.5
2024-04-30,-0.33,-0.44,-0.44,2.5,2.5
2024-05-02,0.356,-0.16,-0.16,0.5,0.5
2024-05-03,-1.276,0.0,0.0,1.5,1.5
2024-05-06,-0.527,0.5,0.5,2.5,2.5
2024-05-07,-0.833,0.5,0.5,-1.5,-1.5
2024-05-08,0.321,-0.5,-0.5,-1.5,-1.5
2024-05-09,-1.203,0.16,0.16,2.5,2.5
2024-05-10,0.292,0.0,0.0,1.5,1.5
2024-05-13,0.345,-0.16,-0.16,1.5,1.5
2024-05-14,0.475,0.56,0.56,1.5,1.5
2024-05-15,-0.247,0.23,0.23,2.5,2.5
2024-05-16,0.379,0.06,0.06,1.5,1.5
2024-05-17,0.227,0.44,0.44,-0.5,-0.5
2024-05-21,0.556,0.22,0.44,1.5,1.5
2024-05-22,0.094,0.22,0.22,0.5,0.5
2024-05-23,1.563,-0.16,-0.16,1.5,1.5
2024-05-24,0.115,0.56,0.56,2.5,2.5
2024-05-27,-0.462,-0.12,-0.12,0.5,0.5
2024-05-28,-0.387,0.16,0.16,2.5,2.5
2024-05-29,-0.255,0.353,0.353,2.5,2.5
2024-05-30,-0.569,-0.16,-0.16,1.5,1.5
2024-05-31,-0.166,0.5,0.5,1.5,1.5
2024-06-03,-0.317,0.5,0.5,2.5,2.5
2024-06-04,-5.587,-0.3,-0.3,2.5,2.5
2024-06-05,2.223,-0.64,-0.64,0.5,0.5
2024-06-06,0.1,-0.375,-0.375,-2.5,-2.5
2024-06-07,2.052,0.22,0.22,1.5,1.5
2024-06-10,-0.257,0.12,0.12,-0.5,-0.5
2024-06-11,-0.081,0.06,0.06,1.5,1.5
2024-06-12,-0.092,0.28,0.28,2.5,2.5
2024-06-13,-0.349,0.5,0.5,2.5,2.5
2024-06-14,0.003,0.5,0.5,1.5,1.5
2024-06-18,-0.055,-0.78,-0.78,2.5,2.5
2024-06-19,-0.482,0.0,0.0,2.5,2.5
2024-06-20,-0.081,0.56,0.56,2.5,2.5
2024-06-21,-0.676,-0.16,-0.16,0.5,0.5
2024-06-24,0.665,0.22,0.22,2.5,2.5
2024-06-25,0.612,0.25,0.25,-0.5,-0.5
2024-06-26,0.614,-0.06,-0.06,1.5,1.5
2024-06-27,0.682,-0.28,-0.28,2.5,2.5
2024-06-28,-0.313,0.17,0.17,2.5,2.5
2024-07-01,0.621,0.78,0.78,1.5,1.5
2024-07-02,-0.433,-0.16,-0.16,1.5,1.5
2024-07-03,-0.022,-0.75,-0.75,1.5,1.5
2024-07-04,-0.278,-0.34,-0.34,1.5,1.5
2024-07-05,0.456,0.34,0.34,-2.5,-2.5
2024-07-08,-0.037,0.5,0.5,2.5,2.5
2024-07-09,0.338,-0.22,-0.5,1.5,1.5
2024-07-10,-0.554,0.12,0.12,-0.5,-0.5
2024-07-11,-0.33,0.5,0.5,2.5,2.5
2024-07-12,0.468,-0.44,-0.44,1.5,1.5
2024-07-15,-0.004,0.22,0.22,0.5,0.5
2024-07-16,-0.012,0.34,0.34,1.5,1.5
2024-07-18,1.047,0.0,0.0,2.5,2.5
2024-07-19,-1.299,0.22,0.22,2.5,2.5
2024-07-22,0.26,-0.5,-0.5,2.5,2.5
2024-07-23,-0.366,0.72,0.72,2.5,2.5
2024-07-24,-0.129,-0.12,-0.12,2.5,2.5
2024-07-25,0.723,0.5,0.5,2.5,2.5
2024-07-26,1.685,0.67,0.67,2.5,2.5
2024-07-29,-0.43,0.0,0.0,-0.5,-0.5
2024-07-30,0.072,-0.34,-0.34,1.5,1.5
2024-07-31,0.259,0.167,0.167,1.5,1.5
2024-08-01,-0.08,-0.44,-0.44,1.5,1.5
2024-08-02,-0.288,0.16,0.16,2.5,2.5
2024-08-05,-1.017,-0.06,-0.06,1.5,1.5
2024-08-06,-0.816,0.31,0.31,2.5,2.5
2024-08-07,0.033,0.06,0.06,1.5,1.5
2024-08-08,-0.543,-0.34,-0.34,0.5,0.5
2024-08-09,-0.079,-0.167,-0.167,2.5,2.5
2024-08-12,0.111,-0.78,-0.78,2.5,2.5
2024-08-13,-0.835,-0.58,-0.58,2.5,2.5
2024-08-14,-0.168,-0.44,-0.44,0.5,0.5
2024-08-16,0.848,-0.44,-0.44,1.5,1.5
2024-08-19,-0.259,-0.75,-0.75,2.5,2.5
2024-08-20,0.203,-0.16,-0.16,1.5,1.5
2024-08-21,0.363,-0.44,-0.44,2.5,2.5
2024-08-22,-0.209,0.34,0.34,1.5,1.5
2024-08-23,-0.09,-1.0,-1.0,-0.5,-0.5
2024-08-26,0.42,0.16,0.16,1.5,1.5
2024-08-27,-0.028,0.0,0.0,0.5,0.5
2024-08-28,0.086,1.0,1.0,1.5,1.5
2024-08-29,0.466,0.0,0.0,1.5,1.5
2024-08-30,-0.055,-1.0,-1.0,1.5,1.5
2024-09-02,-0.217,-0.16,-0.16,-1.5,-1.5
2024-09-03,-0.133,-0.5,-0.5,-1.5,-1.5
2024-09-04,0.433,0.06,0.06,2.5,2.5
2024-09-05,-0.417,0.06,0.06,2.5,2.5
2024-09-06,-0.963,0.5,0.5,2.5,2.5
2024-09-09,0.455,-0.12,-0.12,1.5,1.5
2024-09-10,0.167,-0.44,-0.44,1.5,1.5
2024-09-11,-0.462,0.72,0.72,2.5,2.5
2024-09-12,1.314,0.28,0.28,0.5,0.5
2024-09-13,-0.291,0.0,0.0,1.5,1.5
2024-09-16,-0.09,0.67,0.67,2.5,2.5
2024-09-17,0.006,-0.16,-0.16,-0.5,-0.5
2024-09-18,-0.098,0.5,0.5,1.5,1.5
2024-09-19,-0.28,0.78,0.78,2.5,2.5
2024-09-20,1.038,0.5,0.5,1.5,1.5
2024-09-23,0.257,0.0,0.0,1.5,1.5
2024-09-24,0.073,-0.12,-0.12,1.5,1.5
2024-09-25,0.404,0.0,0.0,2.5,2.5
2024-09-26,0.81,-1.0,-1.0,-0.5,-0.5
2024-09-27,-0.264,0.56,0.56,1.5,1.5
2024-09-30,-0.961,-0.06,-0.06,2.5,2.5
2024-10-01,0.033,0.0,0.0,0.5,0.5
2024-10-03,-0.797,0.5,0.5,0.5,0.5
2024-10-04,-0.664,-0.78,-0.78,1.5,1.5
2024-10-07,-1.15,-0.72,-0.72,0.5,0.5
2024-10-08,0.729,0.78,0.78,2.5,2.5
2024-10-09,-0.335,0.5,0.5,2.5,2.5
2024-10-10,-0.274,0.5,0.5,1.5,1.5
2024-10-11,-0.084,-0.3,-0.3,2.5,2.5
2024-10-14,0.418,-0.16,-0.16,1.5,1.5
2024-10-15,-0.512,-0.5,-0.5,2.5,2.5
2024-10-16,-0.149,-0.5,-0.5,-0.5,-0.5
2024-10-17,-1.109,0.0,0.0,2.5,2.5
2024-10-18,0.767,0.5,0.5,2.5,2.5
2024-10-21,-0.701,0.0,0.0,2.5,2.5
2024-10-22,-1.317,-0.22,-0.22,1.5,1.5
2024-10-23,0.235,0.0,0.0,2.5,2.5
2024-10-24,-0.054,-0.23,-0.23,2.5,2.5
2024-10-25,-0.972,0.39,0.39,0.5,0.5
2024-10-28,0.363,0.5,0.5,2.5,2.5
2024-10-29,0.567,0.0,0.0,2.5,2.5
2024-10-30,-0.126,0.5,0.5,1.5,1.5
2024-10-31,-0.593,-0.44,-0.44,-2.5,-2.5
2024-11-01,0.007,-0.47,-0.33,-1.5,-1.5
2024-11-04,-1.318,0.06,0.06,2.5,2.5
2024-11-05,1.241,0.22,0.22,-0.5,-0.5
2024-11-06,0.721,-0.16,-0.16,2.5,2.5
2024-11-07,-1.185,0.34,0.34,1.5,1.5
2024-11-08,-0.246,-0.34,-0.34,1.5,1.5
2024-11-11,0.224,-1.0,-0.72,0.5,0.5
2024-11-12,-1.413,0.34,0.34,2.5,2.5
2024-11-13,-1.106,1.0,1.0,2.5,2.5
2024-11-14,-0.04,0.0,0.0,1.5,1.5
2024-11-18,-0.642,0.5,0.5,2.5,2.5
2024-11-19,-0.047,-0.56,-0.56,0.5,0.5
2024-11-21,-0.59,-0.707,-0.707,2.5,2.5
2024-11-22,2.116,-0.5,-0.5,2.5,2.5
2024-11-25,-0.13,-0.36,-0.36,0.5,0.5
2024-11-26,-0.611,0.5,0.5,2.5,2.5
2024-11-27,0.29,-0.3,-0.3,2.5,2.5
2024-11-28,-1.483,-0.3,-0.3,2.5,2.5
2024-11-29,0.852,-0.58,-0.58,2.5,2.5
2024-12-02,0.56,0.5,0.5,1.5,1.5
2024-12-03,0.368,-0.06,-0.06,1.5,1.5
2024-12-04,-0.087,0.22,0.22,1.5,1.5
2024-12-05,0.69,0.39,0.39,0.5,0.5
2024-12-06,-0.209,-1.0,-1.0,1.5,1.5
2024-12-09,-0.06,0.78,0.78,1.5,1.5
2024-12-10,-0.173,-0.207,-0.207,0.5,0.5
2024-12-11,0.087,-0.36,-0.36,2.5,2.5
2024-12-12,-0.227,-0.78,-0.78,1.5,1.5
2024-12-13,1.102,-0.12,-0.12,2.5,2.5
2024-12-16,-0.344,0.14,0.14,2.5,2.5
2024-12-17,-1.012,0.5,0.5,2.5,2.5
2024-12-18,-0.408,-0.293,-0.293,2.5,2.5
2024-12-19,0.312,0.0,0.0,-0.5,-0.5
2024-12-20,-1.558,-0.72,-0.72,1.5,1.5
2024-12-23,0.064,-0.06,-0.06,2.5,2.5
2024-12-24,-0.174,-1.0,-1.0,0.5,0.5
2024-12-26,-0.108,-0.44,-0.44,2.5,2.5
2024-12-27,0.05,-0.16,0.28,1.5,1.5
2024-12-30,-0.639,0.5,0.5,-1.5,-1.5
2024-12-31,0.357,0.78,0.78,-0.5,-0.5
2025-01-01,0.445,0.0,0.0,1.5,1.5
2025-01-02,1.706,-1.0,-1.0,2.5,2.5
2025-01-03,-0.792,0.06,0.06,0.5,0.5
2025-01-06,-1.787,0.17,0.17,1.5,1.5
2025-01-07,0.118,-0.16,-0.16,2.5,2.5
2025-01-08,-0.243,0.34,0.34,0.5,0.5
2025-01-09,-0.626,0.28,0.28,1.5,1.5
2025-01-10,-0.511,0.12,0.12,2.5,2.5
2025-01-13,-0.472,0.34,0.34,1.5,2.5
2025-01-14,0.044,-0.16,-0.16,1.5,1.5
2025-01-15,-0.16,0.06,0.06,2.5,2.5
2025-01-16,-0.28,-0.22,-0.22,2.5,2.5
2025-01-17,-0.317,-0.06,-0.06,0.5,0.5
2025-01-20,0.233,0.0,0.0,2.5,2.5
2025-01-21,-1.695,-0.12,-0.12,1.5,1.5
2025-01-22,0.243,-0.78,-0.78,1.5,1.5
2025-01-23,0.333,-0.013,-0.013,-0.5,-0.5
2025-01-24,-0.396,-0.44,-0.44,1.5,1.5
2025-01-27,-0.484,0.16,0.16,2.5,2.5
2025-01-28,-0.014,0.5,0.5,0.5,0.5
2025-01-29,0.592,-0.56,-0.56,-2.5,-2.5
2025-01-30,0.345,-0.25,-0.25,1.5,1.5
2025-01-31,0.908,0.5,0.5,2.5,2.5
2025-02-01,-0.197,-0.16,-0.087,1.5,1.5
2025-02-03,0.179,0.08,0.08,2.5,2.5
2025-02-04,0.976,0.5,0.5,2.5,2.5
2025-02-05,-0.443,-0.34,-0.34,2.5,2.5
2025-02-06,-0.667,0.12,-0.58,0.5,0.5
2025-02-07,-0.379,-0.25,-0.25,1.5,1.5
2025-02-10,-0.689,0.45,0.45,2.5,2.5
2025-02-11,-1.333,0.17,0.17,0.5,0.5
2025-02-12,-0.024,0.72,0.72,2.5,2.5
2025-02-13,-0.106,0.5,0.5,2.5,2.5
2025-02-14,-0.724,0.72,0.72,1.5,1.5
2025-02-17,0.656,-0.44,-0.44,1.5,1.5
2025-02-18,-0.08,-0.12,-0.12,1.5,1.5
2025-02-19,0.375,-0.12,-0.12,2.5,2.5
2025-02-20,0.403,-0.16,-0.16,1.5,1.5
2025-02-21,-0.268,-0.56,-0.56,1.5,1.5
2025-02-24,-0.248,0.5,0.5,1.5,1.5
2025-02-25,0.138,0.28,0.28,1.5,1.5
2025-02-27,-0.106,-0.86,-0.86,-1.5,-1.5
2025-02-28,-1.376,0.5,0.5,0.5,0.5
2025-03-03,-0.339,0.5,0.06,0.5,0.5
2025-03-04,0.492,-0.16,-0.16,2.5,2.5
2025-03-05,1.197,-0.16,-0.16,1.5,1.5
2025-03-06,0.304,-0.5,-0.5,1.5,1.5
2025-03-07,0.195,0.36,0.36,2.5,2.5
2025-03-10,-0.273,-0.073,-0.073,2.5,2.5
2025-03-11,0.68,-0.86,-0.86,1.5,1.5
2025-03-12,-0.292,0.0,0.0,2.5,2.5
2025-03-13,-0.64,0.0,0.0,-0.5,-0.5
2025-03-17,0.696,-0.28,-0.187,1.5,1.5
2025-03-18,0.759,-0.593,-0.5,-0.5,-0.5
2025-03-19,0.143,-0.16,-0.16,2.5,2.5
2025-03-20,0.669,-0.147,-0.147,2.5,2.5
2025-03-21,0.786,0.0,0.0,1.5,1.5
2025-03-24,0.608,0.28,0.28,0.5,0.5
2025-03-25,-0.349,-1.0,-1.0,2.5,2.5
2025-03-26,-0.903,0.5,0.5,2.5,2.5
2025-03-27,0.674,-0.34,-0.34,2.5,2.5
2025-03-28,-0.343,-0.087,-0.087,0.5,0.5
2025-04-01,-0.751,-0.34,0.127,-0.5,-0.5
2025-04-02,0.603,0.12,0.12,2.5,2.5
2025-04-03,0.431,1.0,1.0,2.5,2.5
2025-04-04,-1.233,0.3,0.3,2.5,2.5
2025-04-07,1.853,-0.72,-0.72,0.5,0.5
2025-04-08,0.397,-0.5,-0.5,1.5,1.5
2025-04-09,-0.272,-0.34,-0.34,1.5,1.5
2025-04-11,0.587,0.5,0.5,-0.5,-0.5
2025-04-15,-0.17,0.12,0.12,1.5,1.5
2025-04-16,0.399,0.06,0.06,1.5,1.5
2025-04-17,1.922,-0.56,0.0,0.5,0.5
2025-04-21,0.737,-0.78,-0.78,2.5,2.5
2025-04-22,-0.075,0.5,0.5,0.5,0.5
2025-04-23,-0.118,-0.16,-0.16,1.5,1.5
2025-04-24,-0.129,-0.2,-0.2,2.5,2.5
2025-04-25,-1.028,-0.707,-0.707,2.5,2.5
2025-04-28,1.073,0.5,0.5,0.5,0.5
2025-04-29,-0.143,-0.16,-0.16,2.5,2.5
2025-04-30,-0.032,0.5,0.5,2.5,2.5
2025-05-02,0.143,0.16,0.16,1.5,1.5
2025-05-05,0.171,0.0,0.0,2.5,2.5
2025-05-06,-0.494,-0.34,-0.34,-0.5,-0.5
2025-05-07,0.747,0.0,0.0,0.5,0.5
2025-05-08,-0.645,0.22,0.22,2.5,2.5
2025-05-09,0.302,0.5,0.5,2.5,2.5
2025-05-12,2.066,-0.78,-0.78,2.5,2.5
2025-05-13,-1.149,0.56,0.56,1.5,2.5
2025-05-14,0.216,-1.0,-1.0,1.5,1.5
2025-05-15,1.489,-0.44,-0.44,2.5,2.5
2025-05-16,-0.179,0.16,0.16,0.5,0.5
2025-05-19,-0.24,1.0,1.0,2.5,2.5
2025-05-20,-1.249,-0.16,-0.16,2.5,2.5
2025-05-21,0.28,0.22,0.22,-0.5,-0.5
2025-05-22,-0.502,-0.78,-0.78,0.5,0.5
2025-05-23,0.867,-1.0,-1.0,2.5,2.5
2025-05-26,0.328,0.06,0.06,-1.5,-1.5
2025-05-27,-0.523,-0.5,-0.5,-1.5,-1.5
2025-05-28,-0.322,0.34,0.34,1.5,1.5
2025-05-29,0.034,1.0,1.0,1.5,1.5
2025-05-30,-0.249,0.0,0.0,-0.5,-0.5
2025-06-02,0.19,0.06,0.06,1.5,1.5
2025-06-03,-0.984,-0.16,-0.16,2.5,2.5
2025-06-04,0.243,0.06,0.06,0.5,0.5
2025-06-05,0.242,0.0,0.0,0.5,0.5
2025-06-06,1.028,-0.5,-0.5,1.5,1.5
2025-06-09,-0.226,-0.44,-0.44,2.5,2.5
2025-06-10,-0.364,0.0,0.0,0.5,0.5
2025-06-11,0.029,0.44,0.44,2.5,2.5
2025-06-12,-1.098,-0.16,-0.16,2.5,2.5
2025-06-13,1.004,-0.12,-0.12,2.5,2.5
2025-06-16,0.866,-1.0,-1.0,1.5,1.5
2025-06-17,-0.498,-0.12,-0.12,1.5,1.5
2025-06-18,0.096,0.39,0.39,2.5,2.5
2025-06-19,-0.04,0.5,0.5,2.5,2.5
2025-06-20,1.31,0.28,0.28,0.5,0.5
2025-06-23,0.129,0.12,0.12,1.5,1.5
2025-06-24,-0.538,0.5,0.5,-0.5,-0.5
2025-06-25,0.375,0.5,0.5,-1.5,-2.5
2025-06-26,1.108,0.89,0.89,1.5,1.5
2025-06-27,0.239,0.06,0.06,1.5,1.5
2025-06-30,-0.563,-0.44,-0.44,1.5,1.5
2025-07-01,-0.037,-0.06,-0.06,1.5,1.5
2025-07-02,-0.527,0.56,0.56,2.5,2.5
2025-07-03,-0.391,0.5,0.5,1.5,1.5
2025-07-04,0.126,0.78,0.78,0.5,0.5
2025-07-07,0.043,-1.0,-1.0,2.5,2.5
2025-07-08,0.372,-1.0,-1.0,2.5,2.5
2025-07-09,-0.151,0.0,0.0,0.5,0.5
2025-07-10,-0.613,0.28,0.28,2.5,2.5
2025-07-11,-0.418,0.28,-0.16,1.5,1.5
2025-07-14,-0.267,0.0,0.0,0.5,0.5
