date,open,close,high,low
2016-11-08,19490.75,19500.80078125,19549.44921875,19322.150390625
2016-11-09,18270.900390625,19518.25,19587.80078125,18143.69921875
2016-11-10,20200.25,20200.25,20200.25,20200.25
2016-11-11,20033.849609375,19738.80078125,20309.650390625,19704.349609375
2016-11-15,19808.349609375,19289.75,19861.75,19240.44921875
2016-11-16,19591.25,19108.099609375,19611.900390625,19088.400390625
2016-11-17,19115.900390625,19087.849609375,19328.75,19009.849609375
2016-11-18,19180.30078125,18959.05078125,19216.349609375,18897.099609375
2016-11-21,19063.80078125,18446.400390625,19075.94921875,18351.25
2016-11-22,18626.69921875,18548.650390625,18650.5,18322.69921875
2016-11-23,18660.55078125,18540.900390625,18669.05078125,18449.69921875
2016-11-24,18476.0,18256.099609375,18476.349609375,18215.80078125
2016-11-25,18377.55078125,18507.30078125,18546.349609375,18266.599609375
2016-11-28,18237.19921875,18301.44921875,18471.650390625,18187.400390625
2016-11-29,18308.80078125,18223.75,18427.400390625,18188.69921875
2016-11-30,18306.099609375,18627.80078125,18667.849609375,18262.5
2016-12-01,18676.75,18428.44921875,18713.099609375,18389.650390625
2016-12-02,18329.400390625,18247.650390625,18490.5,18163.80078125
2016-12-05,18245.0,18408.900390625,18434.25,18189.5
2016-12-06,18459.69921875,18420.900390625,18499.75,18365.94921875
2016-12-07,18515.5,18234.150390625,18588.75,17952.599609375
2016-12-08,18342.599609375,18515.44921875,18558.75,18336.94921875
2016-12-09,18567.94921875,18695.80078125,18739.650390625,18432.30078125
2016-12-12,18616.05078125,18392.94921875,18616.05078125,18364.05078125
2016-12-13,18354.099609375,18466.05078125,18492.849609375,18291.349609375
